Source Name	Characteristics [Organism]	Term Source REF	Characteristics [StrainOrLine]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Factor Value [StrainOrLine]	Factor Value [compound]	Factor Value [Time]	Unit [TimeUnit]	Factor Value [Compound]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]
ABRC-CS57628 2	Arabidopsis thaliana	ncbitax	CS57628	P-TABM-hans18	ABRC-CS57628 2	P-TABM-103	ABRC-CS57628 2	total_RNA	P-TABM-hans19	ABRC-CS57628 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R499	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57628	0.02% Silwet	28	h	  	R499	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57539 2	Arabidopsis thaliana	ncbitax	CS57539	P-TABM-826	ABRC-CS57539 2	P-TABM-103	ABRC-CS57539 2	total_RNA	P-TABM-hans19	ABRC-CS57539 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1409	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57539	  	28	h	0.02% Silwet	R1409.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57619 2	Arabidopsis thaliana	ncbitax	CS57619	P-TABM-hans18	ABRC-CS57619 2	P-TABM-103	ABRC-CS57619 2	total_RNA	P-TABM-hans19	ABRC-CS57619 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R463	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57619	0.02% Silwet	28	h	  	R463	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57705 2	Arabidopsis thaliana	ncbitax	CS57705	P-TABM-hans18	ABRC-CS57705 2	P-TABM-103	ABRC-CS57705 2	total_RNA	P-TABM-hans19	ABRC-CS57705 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R694	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57705	0.02% Silwet	28	h	  	R694	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57840 2	Arabidopsis thaliana	ncbitax	CS57840	P-TABM-hans18	ABRC-CS57840 2	P-TABM-103	ABRC-CS57840 2	total_RNA	P-TABM-hans19	ABRC-CS57840 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R437	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57840	0.02% Silwet	28	h	  	R437	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57563 2	Arabidopsis thaliana	ncbitax	CS57563	P-TABM-hans18	ABRC-CS57563 2	P-TABM-103	ABRC-CS57563 2	total_RNA	P-TABM-hans19	ABRC-CS57563 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R450	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57563	0.02% Silwet	28	h	  	R450	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57714 1	Arabidopsis thaliana	ncbitax	CS57714	P-TABM-hans18	ABRC-CS57714 1	P-TABM-103	ABRC-CS57714 1	total_RNA	P-TABM-hans19	ABRC-CS57714 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R12	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57714	0.02% Silwet	28	h	  	R12	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57722 1	Arabidopsis thaliana	ncbitax	CS57722	P-TABM-hans18	ABRC-CS57722 1	P-TABM-103	ABRC-CS57722 1	total_RNA	P-TABM-hans19	ABRC-CS57722 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R210	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57722	0.02% Silwet	28	h	  	R210	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57883 2	Arabidopsis thaliana	ncbitax	CS57883	P-TABM-hans18	ABRC-CS57883 2	P-TABM-103	ABRC-CS57883 2	total_RNA	P-TABM-hans19	ABRC-CS57883 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R657	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57883	0.02% Silwet	28	h	  	R657	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57535 1	Arabidopsis thaliana	ncbitax	CS57535	P-TABM-hans18	ABRC-CS57535 1	P-TABM-103	ABRC-CS57535 1	total_RNA	P-TABM-hans19	ABRC-CS57535 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R76	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57535	0.02% Silwet	28	h	  	R76	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57518 1	Arabidopsis thaliana	ncbitax	CS57518	P-TABM-826	ABRC-CS57518 1	P-TABM-103	ABRC-CS57518 1	total_RNA	P-TABM-hans19	ABRC-CS57518 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R867	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57518	  	28	h	0.02% Silwet	R867.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57612 1	Arabidopsis thaliana	ncbitax	CS57612	P-TABM-826	ABRC-CS57612 1	P-TABM-103	ABRC-CS57612 1	total_RNA	P-TABM-hans19	ABRC-CS57612 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R859	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57612	  	28	h	0.02% Silwet	R859.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57843 2	Arabidopsis thaliana	ncbitax	CS57843	P-TABM-hans18	ABRC-CS57843 2	P-TABM-103	ABRC-CS57843 2	total_RNA	P-TABM-hans19	ABRC-CS57843 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R634	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57843	0.02% Silwet	28	h	  	R634	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57778 2	Arabidopsis thaliana	ncbitax	CS57778	P-TABM-hans18	ABRC-CS57778 2	P-TABM-103	ABRC-CS57778 2	total_RNA	P-TABM-hans19	ABRC-CS57778 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R421	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57778	0.02% Silwet	28	h	  	R421	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57538 1	Arabidopsis thaliana	ncbitax	CS57538	P-TABM-826	ABRC-CS57538 1	P-TABM-103	ABRC-CS57538 1	total_RNA	P-TABM-hans19	ABRC-CS57538 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1098	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57538	  	28	h	0.02% Silwet	R1098.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57737 1	Arabidopsis thaliana	ncbitax	CS57737	P-TABM-hans18	ABRC-CS57737 1	P-TABM-103	ABRC-CS57737 1	total_RNA	P-TABM-hans19	ABRC-CS57737 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R83	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57737	0.02% Silwet	28	h	  	R83	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57554 1	Arabidopsis thaliana	ncbitax	CS57554	P-TABM-826	ABRC-CS57554 1	P-TABM-103	ABRC-CS57554 1	total_RNA	P-TABM-hans19	ABRC-CS57554 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1052	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57554	  	28	h	0.02% Silwet	R1052.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57580 2	Arabidopsis thaliana	ncbitax	CS57580	P-TABM-hans18	ABRC-CS57580 2	P-TABM-103	ABRC-CS57580 2	total_RNA	P-TABM-hans19	ABRC-CS57580 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R449	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57580	0.02% Silwet	28	h	  	R449	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57904 1	Arabidopsis thaliana	ncbitax	CS57904	P-TABM-hans18	ABRC-CS57904 1	P-TABM-103	ABRC-CS57904 1	total_RNA	P-TABM-hans19	ABRC-CS57904 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R202	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57904	0.02% Silwet	28	h	  	R202	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57905 1	Arabidopsis thaliana	ncbitax	CS57905	P-TABM-hans18	ABRC-CS57905 1	P-TABM-103	ABRC-CS57905 1	total_RNA	P-TABM-hans19	ABRC-CS57905 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R6	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57905	0.02% Silwet	28	h	  	R6	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57826 1	Arabidopsis thaliana	ncbitax	CS57826	P-TABM-hans18	ABRC-CS57826 1	P-TABM-103	ABRC-CS57826 1	total_RNA	P-TABM-hans19	ABRC-CS57826 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R250	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57826	0.02% Silwet	28	h	  	R250	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57865 1	Arabidopsis thaliana	ncbitax	CS57865	P-TABM-826	ABRC-CS57865 1	P-TABM-103	ABRC-CS57865 1	total_RNA	P-TABM-hans19	ABRC-CS57865 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R895	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57865	  	28	h	0.02% Silwet	R895.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57874 1	Arabidopsis thaliana	ncbitax	CS57874	P-TABM-hans18	ABRC-CS57874 1	P-TABM-103	ABRC-CS57874 1	total_RNA	P-TABM-hans19	ABRC-CS57874 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R42	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57874	0.02% Silwet	28	h	  	R42	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57521 2	Arabidopsis thaliana	ncbitax	CS57521	P-TABM-hans18	ABRC-CS57521 2	P-TABM-103	ABRC-CS57521 2	total_RNA	P-TABM-hans19	ABRC-CS57521 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R629	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57521	0.02% Silwet	28	h	  	R629	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57717 2	Arabidopsis thaliana	ncbitax	CS57717	P-TABM-hans18	ABRC-CS57717 2	P-TABM-103	ABRC-CS57717 2	total_RNA	P-TABM-hans19	ABRC-CS57717 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R476	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57717	0.02% Silwet	28	h	  	R476	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57603 2	Arabidopsis thaliana	ncbitax	CS57603	P-TABM-hans18	ABRC-CS57603 2	P-TABM-103	ABRC-CS57603 2	total_RNA	P-TABM-hans19	ABRC-CS57603 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R632	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57603	0.02% Silwet	28	h	  	R632	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57778 1	Arabidopsis thaliana	ncbitax	CS57778	P-TABM-hans18	ABRC-CS57778 1	P-TABM-103	ABRC-CS57778 1	total_RNA	P-TABM-hans19	ABRC-CS57778 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R292	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57778	0.02% Silwet	28	h	  	R292	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57684 2	Arabidopsis thaliana	ncbitax	CS57684	P-TABM-826	ABRC-CS57684 2	P-TABM-103	ABRC-CS57684 2	total_RNA	P-TABM-hans19	ABRC-CS57684 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1287	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57684	  	28	h	0.02% Silwet	R1287.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57591 2	Arabidopsis thaliana	ncbitax	CS57591	P-TABM-hans18	ABRC-CS57591 2	P-TABM-103	ABRC-CS57591 2	total_RNA	P-TABM-hans19	ABRC-CS57591 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R420	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57591	0.02% Silwet	28	h	  	R420	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57811 1	Arabidopsis thaliana	ncbitax	CS57811	P-TABM-hans18	ABRC-CS57811 1	P-TABM-103	ABRC-CS57811 1	total_RNA	P-TABM-hans19	ABRC-CS57811 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R75	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57811	0.02% Silwet	28	h	  	R75	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57753 2	Arabidopsis thaliana	ncbitax	CS57753	P-TABM-hans18	ABRC-CS57753 2	P-TABM-103	ABRC-CS57753 2	total_RNA	P-TABM-hans19	ABRC-CS57753 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R633	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57753	0.02% Silwet	28	h	  	R633	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
